,name,affiliations,email,website,interests,thumbnail
550,María Carmen Marques Romero,Investigador doctor,Verified email at csic.es,,"[{'title': 'Biología Molecular de Plantas y Biología de Sistemas', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biolog%C3%ADa_molecular_de_plantas_y_biolog%C3%ADa_de_sistemas', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiolog%25C3%25ADa_molecular_de_plantas_y_biolog%25C3%25ADa_de_sistemas'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
551,Miguel A. Perez-Amador,Instituto de Biología Molecular y Celular de Plantas Primo Yufera UPV CSIC RoR:04zdays56,Verified email at ibmcp.upv.es,https://ibmcp.upv.es/grupos-investigacion/hormone-signaling-of-fruit-and-seed-development/,"[{'title': 'Plant development', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:plant_development', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aplant_development'}, {'title': 'ovule', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:ovule', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aovule'}, {'title': 'seed', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:seed', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aseed'}, {'title': 'gibberellins', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:gibberellins', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agibberellins'}, {'title': 'DELLA proteins', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:della_proteins', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Adella_proteins'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WCR_zO8AAAAJ&citpid=1
552,Caillan Crowe-McAuliffe,Max Planck Institute for Multidisciplinary Sciences,Verified email at mpinat.mpg.de,,,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7EnWD8MAAAAJ&citpid=1
553,Victoriia Murina,PhD,Verified email at umu.se,,"[{'title': 'structural and molecular biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:structural_and_molecular_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Astructural_and_molecular_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OUm51SkAAAAJ&citpid=1
554,Luc Swevers,NCSR Demokritos,Verified email at bio.demokritos.gr,,"[{'title': 'Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abiology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
555,Gerben Menschaert,"Biobix, Lab of Bioinformatics and Computational Genomics, FBE, Ghent University",Verified email at ugent.be,http://www.biobix.be/gerben-menschaert/,"[{'title': 'Bioinformatics - NGS - Mass spectrometry - Peptidomics - Proteomics - Epigenetics - RIBO-seq', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics_ngs_mass_spectrometry_peptidomics_proteomics_epigenetics_ribo_seq', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics_ngs_mass_spectrometry_peptidomics_proteomics_epigenetics_ribo_seq'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=p9v8KIcAAAAJ&citpid=3
556,Alessandro Coppe,University Of Padua,Verified email at unipd.it,,"[{'title': 'Computational Biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:computational_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomputational_biology'}, {'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}, {'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'NGS', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:ngs', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Angs'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lKgiOrEAAAAJ&citpid=3
557,stefania bortoluzzi,"University of Padova, Department of Molecular Medicine",Verified email at unipd.it,,"[{'title': 'Cancer genomics MicroRNA Circular RNA Systems biology Multi-omics Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:cancer_genomics_microrna_circular_rna_systems_biology_multi_omics_bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acancer_genomics_microrna_circular_rna_systems_biology_multi_omics_bioinformatics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3zxip58AAAAJ&citpid=9
558,Ilaria AM Marino,Università degli Studi di Padova,Verified email at unipd.it,,"[{'title': 'Molecular ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_ecology'}, {'title': 'population genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:population_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apopulation_genetics'}, {'title': 'genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'conservation biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:conservation_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aconservation_biology'}, {'title': 'marine biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:marine_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amarine_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5rVYfc8AAAAJ&citpid=5
559,Lorenzo Zane,"Professor of Ecology, University of Padova, CoNISMa",Verified email at unipd.it,http://compgen.bio.unipd.it/~molecol/ZaneL,"[{'title': 'Molecular Ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_ecology'}, {'title': 'Transcriptomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:transcriptomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atranscriptomics'}, {'title': 'Population Genetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:population_genetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Apopulation_genetics'}, {'title': 'Molecular Phylogenetics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_phylogenetics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_phylogenetics'}, {'title': 'Evolution', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:evolution', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aevolution'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ow-iAHwAAAAJ&citpid=2
560,Željka Trumbić,"Assistant Professor, University Department of Marine Studies, University of Split",Verified email at unist.hr,http://more.unist.hr/,"[{'title': 'Molecular ecology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_ecology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_ecology'}, {'title': 'Functional genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:functional_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afunctional_genomics'}, {'title': 'Aquaculture', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:aquaculture', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aaquaculture'}, {'title': 'Parasitology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:parasitology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aparasitology'}]",https://scholar.google.com/citations/images/avatar_scholar_128.png
561,Michaël Bekaert,"Institute of Aquaculture, University of Stirling",Verified email at stir.ac.uk,,"[{'title': 'genomics - computational biology - bioinformatics - aquaculture - evolutionary biology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics_computational_biology_bioinformatics_aquaculture_evolutionary_biology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics_computational_biology_bioinformatics_aquaculture_evolutionary_biology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=y_Ri-c0AAAAJ&citpid=1
562,James Bron,University of Stirling,Verified email at stir.ac.uk,,"[{'title': 'parasitology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:parasitology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aparasitology'}, {'title': 'sea lice', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:sea_lice', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Asea_lice'}, {'title': 'aquaculture', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:aquaculture', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aaquaculture'}, {'title': 'fish health', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fish_health', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afish_health'}, {'title': 'fish welfare', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fish_welfare', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afish_welfare'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sCfiO7QAAAAJ&citpid=4
563,Karim Gharbi,Earlham Institute,Verified email at earlham.ac.uk,,"[{'title': 'Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agenomics'}, {'title': 'Bioinformatics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:bioinformatics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Abioinformatics'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bqzIxjcAAAAJ&citpid=1
564,Martin Muensterkotter,"Leader Genomics and Bioinformatics, Functional Genomics and Bioinformatics, University of Sopron",Verified email at muenchen.de,,"[{'title': 'Comparative Genomics & Meta-Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:comparative_genomics_%26_meta_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Acomparative_genomics_%2526_meta_genomics'}, {'title': 'Transcriptomics & -omics-Integration', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:transcriptomics_%26_omics_integration', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Atranscriptomics_%2526_omics_integration'}, {'title': 'Fungal & Microbial Genomics', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:fungal_%26_microbial_genomics', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Afungal_%2526_microbial_genomics'}, {'title': 'Gene-modeling-Workflows', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:gene_modeling_workflows', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agene_modeling_workflows'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=YxMRIYMAAAAJ&citpid=5
565,Krystyna Cwiklinski,University of Liverpool,Verified email at liverpool.ac.uk,,,https://scholar.google.com/citations/images/avatar_scholar_128.png
566,J Yvette Merga,University of Liverpool,Verified email at liv.ac.uk,,"[{'title': 'Molecular microbiology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:molecular_microbiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Amolecular_microbiology'}, {'title': 'gastroenterology', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:gastroenterology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Agastroenterology'}, {'title': 'epidemiology...', 'link': 'https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:epidemiology', 'serpapi_link': 'https://serpapi.com/search.json?engine=google_scholar_profiles&hl=en&mauthors=label%3Aepidemiology'}]",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SZ5xtboAAAAJ&citpid=2
